Continuous Case:
Configuration:
pho = 0.1
diff_thresold = 1e-5
train_error_threshold = 1e-5
   536      2528    6290.66087764       0.01350529
   537      2533    6290.46219387       0.01180473
   538      2538    6289.96908821       0.02317980
   539      2544    6289.49060992       0.02591794
   540      2551    6288.14953759       0.02957243
   541      2555    6287.51155857       0.02115136
   542      2558    6287.04950220       0.02135847
   543      2562    6286.66484219       0.01721104
   544      2565    6286.43735984       0.01275214
   545      2569    6286.23266177       0.01292475
   546      2573    6286.10990153       0.01055534
   547      2577    6285.93274327       0.01153262
   548      2581    6285.81910314       0.01067172
   549      2585    6285.66118379       0.01044411
   550      2589    6285.55764719       0.01041669
   551      2593    6285.46314422       0.00822764
   552      2597    6285.37101858       0.00962942
   553      2600    6285.29495445       0.00729333
   554      2604    6285.22033680       0.00733192
   555      2608    6285.17895012       0.00652993
   556      2612    6285.12038884       0.00638901
   557      2616    6285.08586091       0.00597763
   558      2620    6285.04334969       0.00600050
   559      2624    6284.99957989       0.00656704
   560      2628    6284.96585188       0.00452309
   561      2631    6284.95048293       0.00389239
   562      2634    6284.94004357       0.00369140
   563      2637    6284.91298588       0.00438165
   564      2640    6284.88723621       0.00534645
   565      2644    6284.86054299       0.00530171
   566      2648    6284.82824057       0.00534644
   567      2652    6284.79949961       0.00573198
   568      2656    6284.75760563       0.00699989
   569      2660    6284.71563311       0.00641834
   570      2664    6284.64434913       0.00770422
   571      2669    6284.57050562       0.00941877
   572      2674    6284.48498796       0.01032352
   573      2679    6284.37321672       0.01011250
   574      2684    6284.23504142       0.01110002
   575      2689    6284.08424305       0.01172955
   576      2694    6283.95821694       0.01310157
   577      2699    6283.80746694       0.01071054
   578      2704    6283.59804765       0.01323193
   579      2710    6283.34187514       0.02027128
   580      2716    6283.03787575       0.01547913
   581      2720    6282.82368707       0.01612301
   582      2723    6282.64659293       0.01391654
   583      2727    6282.43324893       0.01110204
   584      2731    6282.29915232       0.01149327
   585      2735    6282.17853497       0.01221722
   586      2739    6282.05584976       0.01157490
   587      2743    6281.92278395       0.01025268
   588      2747    6281.78464067       0.01171391
   589      2751    6281.69861038       0.00965354
   590      2755    6281.60997666       0.00859058
   591      2759    6281.52645612       0.00855870
   592      2763    6281.47478302       0.00754136
   593      2767    6281.42242677       0.00686230
   594      2771    6281.38230156       0.00644697
   595      2775    6281.34487318       0.00577576
   596      2779    6281.31843327       0.00540847
   597      2783    6281.28738708       0.00493178
   598      2786    6281.26676380       0.00543512
   599      2790    6281.24298641       0.00352699
   600      2793    6281.22381672       0.00458132
   601      2796    6281.21421341       0.00332002
   602      2799    6281.20517207       0.00528841
   603      2802    6281.18788768       0.00476976
   604      2805    6281.16848346       0.00441280
   605      2808    6281.14654178       0.00531587
   606      2812    6281.12418734       0.00550508
   607      2816    6281.09978750       0.00516298
   608      2820    6281.06019126       0.00705109
   609      2824    6281.03098843       0.00608887
   610      2828    6280.98053733       0.00742834
   611      2832    6280.93134839       0.00847605
   612      2837    6280.87648652       0.00793409
   613      2842    6280.79817433       0.01015763
   614      2847    6280.71957221       0.00998410
   615      2852    6280.62629046       0.01049422
   616      2857    6280.52922698       0.01163679
   617      2862    6280.41045647       0.01123474
   618      2867    6280.31424964       0.01061698
   619      2872    6280.20518246       0.01295126
   620      2877    6280.06972579       0.01200875
   621      2880    6279.99320768       0.00729047
   622      2883    6279.93513018       0.00916834
   623      2887    6279.81171672       0.01246460
   624      2891    6279.67386602       0.01055741
   625      2895    6279.56924123       0.00850716
   626      2899    6279.50385735       0.00965017
   627      2903    6279.41288186       0.00733968
   628      2907    6279.35410460       0.00687718
   629      2911    6279.28321667       0.00662877
   630      2915    6279.25310375       0.00603795
   631      2919    6279.21444620       0.00604587
   632      2923    6279.18888824       0.00465520
   633      2926    6279.14423241       0.00425872
   634      2929    6279.12552807       0.00466817
   635      2933    6279.10578593       0.00488540
   636      2937    6279.07825170       0.00447178
   637      2941    6279.06050189       0.00471658
   638      2945    6279.02661325       0.00698653
   639      2949    6278.96848812       0.00979577
   640      2954    6278.76373153       0.01329006
   641      2957    6278.64610709       0.00829981
   642      2961    6278.60357227       0.00772084
   643      2964    6278.56350617       0.00506459
   644      2967    6278.54036793       0.00478038
   645      2970    6278.50928633       0.00502096
   646      2973    6278.47992792       0.00525357
   647      2976    6278.45550442       0.00543268
   648      2980    6278.42188119       0.00517653
   649      2984    6278.38971422       0.00562957
   650      2988    6278.35705198       0.00604032
   651      2992    6278.31204551       0.00574764
   652      2996    6278.27946696       0.00693135
   653      2999    6278.23890499       0.00607215
   654      3003    6278.18208925       0.00664745
   655      3007    6278.14954298       0.00590942
   656      3011    6278.08463304       0.00642985
   657      3015    6278.03570561       0.00876686
   658      3020    6277.95979363       0.00706516
   659      3024    6277.90787708       0.00754204
   660      3029    6277.84359087       0.00858899
   661      3032    6277.80038050       0.00544583
   662      3034    6277.76471277       0.00740643
   663      3037    6277.68311690       0.00846096
   664      3041    6277.63559671       0.00659771
   665      3045    6277.57985241       0.00594766
   666      3048    6277.55304483       0.00622690
   667      3052    6277.49711549       0.00751121
   668      3056    6277.45163824       0.00654073
   669      3060    6277.41679637       0.00533850
   670      3064    6277.37525928       0.00630752
   671      3068    6277.34051030       0.00590888
   672      3072    6277.30162641       0.00526957
   673      3076    6277.27525653       0.00541647
   674      3080    6277.24434005       0.00560592
   675      3084    6277.21073670       0.00518111
   676      3088    6277.18546490       0.00502966
   677      3092    6277.16525628       0.00483836
   678      3096    6277.13161795       0.00667039
   679      3100    6277.08381683       0.00843999
   680      3105    6276.94912703       0.01168864
   681      3108    6276.86017010       0.00785875
   682      3111    6276.83163458       0.00717206
   683      3114    6276.79507944       0.00583114
   684      3117    6276.77379644       0.00484965
   685      3119    6276.74552030       0.00567631
   686      3122    6276.71657802       0.00561183
   687      3125    6276.68228135       0.00605478
   688      3129    6276.65814712       0.00495721
   689      3133    6276.62728518       0.00547706
   690      3137    6276.59672711       0.00629579
   691      3141    6276.56615923       0.00615002
   692      3145    6276.52582856       0.00554921
   693      3149    6276.48940000       0.00713179
   694      3153    6276.44435995       0.00705000
   695      3157    6276.40463055       0.00637986
   696      3161    6276.36784523       0.00605685
   697      3165    6276.32532735       0.00693270
   698      3169    6276.29416993       0.00614976
   699      3173    6276.23568530       0.00636843
   700      3177    6276.20059820       0.00751150
   701      3180    6276.18098218       0.00403581
   702      3183    6276.15696179       0.00644492
   703      3186    6276.12816348       0.00665783
   704      3190    6276.08058010       0.00695142
   705      3194    6276.04317959       0.00649262
   706      3198    6276.00460137       0.00702600
   707      3202    6275.96391387       0.00689142
   708      3206    6275.92198380       0.00588020
   709      3210    6275.89303225       0.00691442
   710      3214    6275.85514632       0.00555480
   711      3218    6275.81575493       0.00668626
   712      3222    6275.78831783       0.00526409
   713      3226    6275.76894345       0.00479349
   714      3230    6275.73341358       0.00650782
   715      3234    6275.70406944       0.00548051
   716      3238    6275.68094983       0.00559128
   717      3242    6275.65388261       0.00466318
   718      3246    6275.62793099       0.00694638
   719      3250    6275.58297023       0.00784053
   720      3255    6275.48532040       0.01062838
   721      3258    6275.44007375       0.00644381
   722      3261    6275.41608148       0.00786374
   723      3264    6275.38838336       0.00580307
   724      3267    6275.35312855       0.00531948
   725      3270    6275.32902083       0.00602651
   726      3273    6275.29998577       0.00552556
   727      3276    6275.27113277       0.00562119
   728      3280    6275.24766291       0.00493262
   729      3283    6275.22620386       0.00604267
   730      3287    6275.18947683       0.00528220
   731      3291    6275.15723028       0.00706410
   732      3295    6275.12677451       0.00545123
   733      3299    6275.09428892       0.00597342
   734      3303    6275.05640213       0.00754448
   735      3307    6275.01684834       0.00646236
   736      3310    6274.97518574       0.00678330
   737      3314    6274.93780981       0.00667911
   738      3318    6274.90260173       0.00637264
   739      3322    6274.86976821       0.00607558
   740      3326    6274.83782003       0.00573158
   741      3329    6274.82412912       0.00385986
   742      3332    6274.80533151       0.00468183
   743      3335    6274.75945758       0.00779376
   744      3339    6274.71286853       0.00683449
   745      3343    6274.66736629       0.00714376
   746      3347    6274.62197113       0.00703083
   747      3351    6274.57920803       0.00475076
   748      3355    6274.55406864       0.00645727
   749      3359    6274.51298083       0.00513748
   750      3363    6274.48037859       0.00518349
   751      3367    6274.45210676       0.00561381
   752      3371    6274.42829573       0.00480357
   753      3375    6274.39579503       0.00493032
   754      3379    6274.36901460       0.00546540
   755      3383    6274.34130342       0.00584339
   756      3386    6274.30703502       0.00559238
   757      3390    6274.26650036       0.00818228
   758      3395    6274.19420194       0.00991644
   759      3400    6274.04340067       0.01574584
   760      3405    6273.70335432       0.02102142
   761      3409    6273.47817209       0.01545194
   762      3413    6273.36404934       0.01568797
   763      3416    6273.25968515       0.01035477
   764      3419    6273.18153652       0.00795577
   765      3422    6273.13438470       0.00696660
   766      3425    6273.09492843       0.00642652
   767      3428    6273.06634473       0.00547172
   768      3431    6273.04453325       0.00462642
   769      3434    6273.01880737       0.00568928
   770      3438    6272.99681904       0.00551113
   771      3442    6272.96658881       0.00520957
   772      3446    6272.93772331       0.00538881
   773      3450    6272.91714246       0.00600101
   774      3454    6272.87740789       0.00530096
   775      3458    6272.85199554       0.00632728
   776      3462    6272.81113684       0.00660568
   777      3465    6272.77990847       0.00678670
   778      3469    6272.72314213       0.00691410
   779      3473    6272.68814693       0.00680635
   780      3477    6272.65957285       0.00483092
   781      3480    6272.64413344       0.00338163
   782      3483    6272.63356368       0.00439243
   783      3486    6272.60708092       0.00531868
   784      3490    6272.58129757       0.00510172
   785      3494    6272.55581454       0.00570188
   786      3498    6272.51676877       0.00758653
   787      3502    6272.47270945       0.00669720
   788      3506    6272.42616491       0.00603375
   789      3510    6272.38852612       0.00616345
   790      3514    6272.36059900       0.00635372
   791      3518    6272.32707041       0.00458876
   792      3522    6272.30350543       0.00528648
   793      3526    6272.28242027       0.00498660
   794      3530    6272.25853428       0.00528790
   795      3534    6272.23488185       0.00528976
   796      3538    6272.19525708       0.00594495
   797      3542    6272.14421634       0.01145030
   798      3548    6271.97073214       0.01230646
   799      3554    6271.75612208       0.01413620
   800      3560    6271.58067243       0.01917918
   801      3563    6271.45296151       0.01090369
   802      3566    6271.37141818       0.01614608
   803      3570    6271.25315964       0.01152240
   804      3574    6271.13279645       0.00820400
   805      3577    6271.07686929       0.00940305
   806      3580    6271.02573629       0.00630151
   807      3583    6270.97780598       0.00686492
   808      3586    6270.95061379       0.00577301
   809      3589    6270.92234457       0.00556761
   810      3592    6270.89806745       0.00547888
   811      3596    6270.86630739       0.00598099
   812      3600    6270.84236500       0.00581035
   813      3604    6270.81425258       0.00518105
   814      3608    6270.78320993       0.00653736
   815      3612    6270.75182021       0.00686846
   816      3616    6270.71255010       0.00550634
   817      3620    6270.68149345       0.00592558
   818      3624    6270.66240373       0.00520645
   819      3628    6270.62883258       0.00427302
   820      3632    6270.61527773       0.00503402
   821      3635    6270.60687740       0.00281395
   822      3638    6270.59412688       0.00487447
   823      3641    6270.58071207       0.00441760
   824      3644    6270.55879895       0.00519799
   825      3648    6270.53454698       0.00527705
   826      3652    6270.50997216       0.00560517
   827      3656    6270.48764271       0.00528597
   828      3660    6270.46452802       0.00464032
   829      3664    6270.44033086       0.00562377
   830      3668    6270.41946627       0.00552675
   831      3672    6270.38752403       0.00575476
   832      3676    6270.35080389       0.00650758
   833      3680    6270.32382771       0.00652945
   834      3684    6270.27365937       0.00671947
   835      3688    6270.23183391       0.00846002
   836      3693    6270.16236094       0.00882543
   837      3698    6270.10722628       0.00919064
   838      3703    6269.99299148       0.01023775
   839      3707    6269.91023129       0.01166291
   840      3712    6269.80900452       0.01200411
   841      3715    6269.73154436       0.00751870
   842      3718    6269.69107581       0.00769576
   843      3721    6269.62845307       0.00770240
   844      3724    6269.58172655       0.00765402
   845      3728    6269.52257701       0.00700214
   846      3731    6269.48559074       0.00742690
   847      3735    6269.43769497       0.00716459
   848      3739    6269.38458713       0.00650831
   849      3743    6269.32581532       0.00583398
   850      3747    6269.28219436       0.00648713
   851      3751    6269.25285908       0.00610067
   852      3755    6269.22281021       0.00540753
   853      3759    6269.19945332       0.00549488
   854      3763    6269.17227444       0.00451325
   855      3767    6269.14907678       0.00530799
   856      3771    6269.13444264       0.00366238
   857      3774    6269.11108503       0.00304188
   858      3777    6269.10191672       0.00429058
   859      3781    6269.04434075       0.00737357
   860      3786    6268.99619985       0.00871892
   861      3788    6268.97014258       0.00562630
   862      3791    6268.94011534       0.00689114
   863      3794    6268.92239054       0.00424365
   864      3797    6268.90946634       0.00403349
   865      3800    6268.89340080       0.00418231
   866      3803    6268.87892639       0.00488597
   867      3807    6268.86105351       0.00462948
   868      3811    6268.84643820       0.00418881
   869      3814    6268.81839224       0.00650928
   870      3818    6268.79401564       0.00568805
   871      3822    6268.76224214       0.00519270
   872      3826    6268.74261973       0.00613888
   873      3830    6268.70929841       0.00551355
   874      3834    6268.68284834       0.00643603
   875      3838    6268.65090086       0.00715302
   876      3843    6268.60176003       0.00753506
   877      3848    6268.55677748       0.00736390
   878      3853    6268.51737140       0.00755247
   879      3858    6268.47582216       0.00773989
   880      3863    6268.42059506       0.00661306
   881      3866    6268.39796179       0.00510884
   882      3869    6268.37990709       0.00532113
   883      3872    6268.34586901       0.00636705
   884      3876    6268.29396377       0.00738245
   885      3880    6268.25054222       0.00599647
   886      3884    6268.21352359       0.00622363
   887      3888    6268.18557849       0.00666476
   888      3892    6268.15262428       0.00561059
   889      3896    6268.11092726       0.00521494
   890      3900    6268.07758088       0.00638389
   891      3904    6268.04954530       0.00571694
   892      3908    6268.02629955       0.00524631
   893      3912    6268.00513038       0.00464039
   894      3916    6267.98303103       0.00426250
   895      3920    6267.96590430       0.00377311
   896      3923    6267.95803718       0.00348827
   897      3927    6267.93771656       0.00536876
   898      3931    6267.89710345       0.00721734
   899      3936    6267.86536006       0.00706153
   900      3941    6267.75890009       0.01233718
   901      3944    6267.69555181       0.00691274
   902      3947    6267.68453824       0.00885090
   903      3950    6267.64586955       0.00580584
   904      3953    6267.61778454       0.00618930
   905      3956    6267.59377330       0.00460558
   906      3959    6267.57502353       0.00454965
   907      3962    6267.55615943       0.00513591
   908      3965    6267.53945915       0.00453870
   909      3968    6267.51884145       0.00375211
   910      3971    6267.50377436       0.00543924
   911      3975    6267.48261643       0.00493153
   912      3979    6267.44918192       0.00628785
   913      3982    6267.42220875       0.00559981
   914      3986    6267.39152777       0.00646045
   915      3990    6267.36554906       0.00555735
   916      3994    6267.33249274       0.00576113
   917      3998    6267.30257586       0.00650947
   918      4002    6267.27499945       0.00632879
   919      4006    6267.22515457       0.00615568
   920      4010    6267.19840391       0.00561641
   921      4013    6267.18595096       0.00407682
   922      4016    6267.16400770       0.00543420
   923      4019    6267.13764916       0.00581714
   924      4023    6267.10707520       0.00473735
   925      4026    6267.08916686       0.00562078
   926      4030    6267.06181014       0.00567505
   927      4034    6267.02226295       0.00577374
   928      4038    6266.99323011       0.00586407
   929      4042    6266.96169182       0.00564103
   930      4046    6266.93775004       0.00533995
   931      4050    6266.91604670       0.00448143
   932      4054    6266.89190083       0.00520259
   933      4058    6266.86812641       0.00554405
   934      4062    6266.84853694       0.00487789
   935      4066    6266.82676525       0.00458583
   936      4070    6266.80554101       0.00508338
   937      4074    6266.78511533       0.00518454
   938      4078    6266.74887333       0.00760998
   939      4083    6266.70057375       0.00705065
   940      4088    6266.58741005       0.01085658
   941      4091    6266.53806238       0.00719257
   942      4094    6266.52314448       0.00877232
   943      4097    6266.49323291       0.00613593
   944      4100    6266.46107642       0.00611571
   945      4103    6266.43461923       0.00621832
   946      4106    6266.40135457       0.00634896
   947      4109    6266.37946740       0.00545492
   948      4112    6266.35098331       0.00510694
   949      4115    6266.33436558       0.00579592
   950      4119    6266.30459322       0.00487410
   951      4123    6266.28111357       0.00647456
   952      4127    6266.25954099       0.00475874
   953      4131    6266.23242049       0.00564490
   954      4135    6266.21248171       0.00564912
   955      4139    6266.18771434       0.00575625
   956      4143    6266.16468843       0.00512302
   957      4147    6266.14108160       0.00580306
   958      4151    6266.12097867       0.00527230
   959      4155    6266.09947229       0.00533522
   960      4159    6266.07237929       0.00551584
   961      4162    6266.06274176       0.00303741
   962      4165    6266.05171187       0.00375699
   963      4168    6266.02703741       0.00483493
   964      4171    6266.01304278       0.00479983
   965      4175    6265.98993325       0.00452424
   966      4179    6265.97367486       0.00493505
   967      4183    6265.94752180       0.00449136
   968      4187    6265.92360059       0.00622723
   969      4191    6265.90130635       0.00489004
   970      4195    6265.86903877       0.00486000
   971      4199    6265.83655353       0.00638841
   972      4203    6265.81165323       0.00628030
   973      4207    6265.77110442       0.00570276
   974      4211    6265.74026410       0.00575728
   975      4215    6265.71163720       0.00637498
   976      4219    6265.68462385       0.00580399
   977      4223    6265.64203058       0.00794902
   978      4228    6265.57994113       0.00832032
   979      4233    6265.50110240       0.00998497
   980      4238    6265.39052235       0.01484566
   981      4241    6265.32649503       0.00689725
   982      4244    6265.30227963       0.01038156
   983      4247    6265.24992857       0.00784662
   984      4250    6265.20604847       0.00640086
   985      4253    6265.17652931       0.00679099
   986      4257    6265.13853930       0.00762914
   987      4261    6265.10301055       0.00609797
   988      4265    6265.07316619       0.00630231
   989      4269    6265.04015856       0.00772167
   990      4273    6265.00224363       0.00629909
   991      4277    6264.96617170       0.00618358
   992      4281    6264.94387882       0.00626613
   993      4285    6264.91467533       0.00518397
   994      4289    6264.88748129       0.00627484
   995      4293    6264.86819009       0.00488380
   996      4297    6264.84625217       0.00494395
   997      4301    6264.83127679       0.00449566
   998      4305    6264.81531632       0.00480824
   999      4309    6264.80228453       0.00384508
  1000      4313    6264.78517537       0.00469121
nfold: 5 rank: 5
iter:1  diff:0.00003556 train_error:10.31841296 test_error:8.91054803
iter:2  diff:8.57098887 train_error:6.96139019 test_error:5.30505285
iter:3  diff:0.48996197 train_error:6.95928006 test_error:5.30429639
iter:4  diff:0.65228783 train_error:6.94887270 test_error:5.29915825
iter:5  diff:0.40252699 train_error:6.87344971 test_error:5.24881403
iter:6  diff:0.21468716 train_error:6.41068513 test_error:4.91331502
iter:7  diff:0.06240842 train_error:5.51221730 test_error:4.25466852
iter:8  diff:0.20264705 train_error:3.92941669 test_error:3.09736263
iter:9  diff:1.78095650 train_error:1.92524245 test_error:1.67245655
iter:10  diff:7.00971154 train_error:4.28774899 test_error:3.54104388
iter:11  diff:8.04908106 train_error:6.83246034 test_error:5.56815237
iter:12  diff:1.94982826 train_error:5.37619984 test_error:4.46548547
iter:13  diff:0.25725762 train_error:3.80359688 test_error:3.22547312
iter:14  diff:0.06335050 train_error:2.79296054 test_error:2.41284240
iter:15  diff:0.05836193 train_error:2.19678804 test_error:1.92456293
iter:16  diff:0.06418207 train_error:1.85032504 test_error:1.63511986
iter:17  diff:0.05823212 train_error:1.64614033 test_error:1.46083210
iter:18  diff:0.04478869 train_error:1.52163245 test_error:1.35213159
iter:19  diff:0.03128214 train_error:1.44179961 test_error:1.28087052
iter:20  diff:0.02206428 train_error:1.38741349 test_error:1.23135529
iter:21  diff:0.01789011 train_error:1.34796899 test_error:1.19489380
iter:22  diff:0.01743678 train_error:1.31770055 test_error:1.16665220
iter:23  diff:0.01886111 train_error:1.29339184 test_error:1.14389331
iter:24  diff:0.02068585 train_error:1.27319271 test_error:1.12501060
iter:25  diff:0.02206306 train_error:1.25598830 test_error:1.10900931
iter:26  diff:0.02269026 train_error:1.24106531 test_error:1.09523227
iter:27  diff:0.02261311 train_error:1.22793549 test_error:1.08321604
iter:28  diff:0.02204222 train_error:1.21624128 test_error:1.07261414
iter:29  diff:0.02122775 train_error:1.20570407 test_error:1.06315448
iter:30  diff:0.02039190 train_error:1.19609493 test_error:1.05461412
iter:31  diff:0.01970363 train_error:1.18721754 test_error:1.04680370
iter:32  diff:0.01927747 train_error:1.17889860 test_error:1.03955771
iter:33  diff:0.01918222 train_error:1.17098313 test_error:1.03272914
iter:34  diff:0.01945022 train_error:1.16333366 test_error:1.02618760
iter:35  diff:0.02008285 train_error:1.15583239 test_error:1.01982040
iter:36  diff:0.02105194 train_error:1.14838522 test_error:1.01353552
iter:37  diff:0.02229935 train_error:1.14092599 test_error:1.00726457
iter:38  diff:0.02373765 train_error:1.13341846 test_error:1.00096255
iter:39  diff:0.02525501 train_error:1.12585429 test_error:0.99460178
iter:40  diff:0.02673001 train_error:1.11825076 test_error:0.98816627
iter:41  diff:0.02806807 train_error:1.11066161 test_error:0.98168046
iter:42  diff:0.02915837 train_error:1.10318544 test_error:0.97526362
iter:43  diff:0.02984620 train_error:1.09592970 test_error:0.96907661
iter:44  diff:0.03009568 train_error:1.08896959 test_error:0.96322561
iter:45  diff:0.02993799 train_error:1.08234482 test_error:0.95775502
iter:46  diff:0.02941759 train_error:1.07607221 test_error:0.95267390
iter:47  diff:0.02858684 train_error:1.07015522 test_error:0.94797350
iter:48  diff:0.02750367 train_error:1.06458934 test_error:0.94363600
iter:49  diff:0.02622739 train_error:1.05936473 test_error:0.93963854
iter:50  diff:0.02481506 train_error:1.05446673 test_error:0.93595442
iter:51  diff:0.02331992 train_error:1.04987603 test_error:0.93255411
iter:52  diff:0.02179003 train_error:1.04557638 test_error:0.92941432
iter:53  diff:0.02026124 train_error:1.04155978 test_error:0.92652356
iter:54  diff:0.01875611 train_error:1.03781050 test_error:0.92386322
iter:55  diff:0.01729731 train_error:1.03430140 test_error:0.92140386
iter:56  diff:0.01590805 train_error:1.03100475 test_error:0.91911892
iter:57  diff:0.01460429 train_error:1.02789981 test_error:0.91699195
iter:58  diff:0.01339345 train_error:1.02497358 test_error:0.91501373
iter:59  diff:0.01227752 train_error:1.02221535 test_error:0.91317562
iter:60  diff:0.01125578 train_error:1.01961182 test_error:0.91146562
iter:61  diff:0.01032620 train_error:1.01714631 test_error:0.90986892
iter:62  diff:0.00948619 train_error:1.01480170 test_error:0.90837122
iter:63  diff:0.00873193 train_error:1.01256681 test_error:0.90696383
iter:64  diff:0.00805678 train_error:1.01044070 test_error:0.90564576
iter:65  diff:0.00745349 train_error:1.00842655 test_error:0.90441794
iter:66  diff:0.00691848 train_error:1.00652184 test_error:0.90327643
iter:67  diff:0.00644836 train_error:1.00471594 test_error:0.90221304
iter:68  diff:0.00603447 train_error:1.00299322 test_error:0.90121945
iter:69  diff:0.00566893 train_error:1.00133830 test_error:0.90028845
iter:70  diff:0.00535072 train_error:0.99974119 test_error:0.89941362
iter:71  diff:0.00508163 train_error:0.99819713 test_error:0.89858943
iter:72  diff:0.00486172 train_error:0.99670157 test_error:0.89781051
iter:73  diff:0.00468899 train_error:0.99524789 test_error:0.89707121
iter:74  diff:0.00456089 train_error:0.99382853 test_error:0.89636575
iter:75  diff:0.00447530 train_error:0.99243640 test_error:0.89568853
iter:76  diff:0.00443071 train_error:0.99106530 test_error:0.89503423
iter:77  diff:0.00442613 train_error:0.98970995 test_error:0.89439796
iter:78  diff:0.00446108 train_error:0.98836558 test_error:0.89377526
iter:79  diff:0.00453557 train_error:0.98702777 test_error:0.89316214
iter:80  diff:0.00465006 train_error:0.98569214 test_error:0.89255502
iter:81  diff:0.00480543 train_error:0.98435431 test_error:0.89195064
iter:82  diff:0.00500295 train_error:0.98300977 test_error:0.89134602
iter:83  diff:0.00524416 train_error:0.98165386 test_error:0.89073839
iter:84  diff:0.00553078 train_error:0.98028178 test_error:0.89012511
iter:85  diff:0.00586451 train_error:0.97888862 test_error:0.88950362
iter:86  diff:0.00624682 train_error:0.97746948 test_error:0.88887148
iter:87  diff:0.00667866 train_error:0.97601948 test_error:0.88822630
iter:88  diff:0.00716012 train_error:0.97453399 test_error:0.88756582
iter:89  diff:0.00769009 train_error:0.97300871 test_error:0.88688791
iter:90  diff:0.00826585 train_error:0.97143986 test_error:0.88619063
iter:91  diff:0.00888268 train_error:0.96982433 test_error:0.88547228
iter:92  diff:0.00953363 train_error:0.96815988 test_error:0.88473151
iter:93  diff:0.01020928 train_error:0.96644522 test_error:0.88396731
iter:94  diff:0.01089783 train_error:0.96468019 test_error:0.88317918
iter:95  diff:0.01158533 train_error:0.96286576 test_error:0.88236709
iter:96  diff:0.01225624 train_error:0.96100407 test_error:0.88153156
iter:97  diff:0.01289427 train_error:0.95909829 test_error:0.88067368
iter:98  diff:0.01348335 train_error:0.95715251 test_error:0.87979503
iter:99  diff:0.01400877 train_error:0.95517148 test_error:0.87889765
iter:100  diff:0.01445821 train_error:0.95316035 test_error:0.87798394
iter:101  diff:0.01482271 train_error:0.95112438 test_error:0.87705654
iter:102  diff:0.01509715 train_error:0.94906868 test_error:0.87611819
iter:103  diff:0.01528056 train_error:0.94699794 test_error:0.87517158
iter:104  diff:0.01537593 train_error:0.94491631 test_error:0.87421928
iter:105  diff:0.01538972 train_error:0.94282725 test_error:0.87326358
iter:106  diff:0.01533118 train_error:0.94073353 test_error:0.87230643
iter:107  diff:0.01521152 train_error:0.93863725 test_error:0.87134940
iter:108  diff:0.01504309 train_error:0.93653992 test_error:0.87039366
iter:109  diff:0.01483867 train_error:0.93444256 test_error:0.86944000
iter:110  diff:0.01461090 train_error:0.93234580 test_error:0.86848879
iter:111  diff:0.01437181 train_error:0.93024998 test_error:0.86754010
iter:112  diff:0.01413256 train_error:0.92815525 test_error:0.86659366
iter:113  diff:0.01390331 train_error:0.92606162 test_error:0.86564896
iter:114  diff:0.01369307 train_error:0.92396895 test_error:0.86470528
iter:115  diff:0.01350967 train_error:0.92187703 test_error:0.86376171
iter:116  diff:0.01335969 train_error:0.91978552 test_error:0.86281724
iter:117  diff:0.01324830 train_error:0.91769397 test_error:0.86187073
iter:118  diff:0.01317914 train_error:0.91560185 test_error:0.86092103
iter:119  diff:0.01315414 train_error:0.91350859 test_error:0.85996699
iter:120  diff:0.01317332 train_error:0.91141364 test_error:0.85900752
iter:121  diff:0.01323466 train_error:0.90931654 test_error:0.85804166
iter:122  diff:0.01333401 train_error:0.90721710 test_error:0.85706863
iter:123  diff:0.01346514 train_error:0.90511548 test_error:0.85608795
iter:124  diff:0.01361981 train_error:0.90301237 test_error:0.85509945
iter:125  diff:0.01378812 train_error:0.90090905 test_error:0.85410337
iter:126  diff:0.01395886 train_error:0.89880757 test_error:0.85310038
iter:127  diff:0.01412008 train_error:0.89671069 test_error:0.85209162
iter:128  diff:0.01425971 train_error:0.89462190 test_error:0.85107863
iter:129  diff:0.01436625 train_error:0.89254530 test_error:0.85006333
iter:130  diff:0.01442951 train_error:0.89048546 test_error:0.84904794
iter:131  diff:0.01444126 train_error:0.88844719 test_error:0.84803483
iter:132  diff:0.01439565 train_error:0.88643539 test_error:0.84702648
iter:133  diff:0.01428957 train_error:0.88445479 test_error:0.84602535
iter:134  diff:0.01412265 train_error:0.88250976 test_error:0.84503381
iter:135  diff:0.01389712 train_error:0.88060418 test_error:0.84405401
iter:136  diff:0.01361744 train_error:0.87874128 test_error:0.84308789
iter:137  diff:0.01328979 train_error:0.87692359 test_error:0.84213708
iter:138  diff:0.01292149 train_error:0.87515292 test_error:0.84120291
iter:139  diff:0.01252050 train_error:0.87343041 test_error:0.84028641
iter:140  diff:0.01209481 train_error:0.87175653 test_error:0.83938829
iter:141  diff:0.01165214 train_error:0.87013121 test_error:0.83850901
iter:142  diff:0.01119955 train_error:0.86855392 test_error:0.83764877
iter:143  diff:0.01074329 train_error:0.86702372 test_error:0.83680760
iter:144  diff:0.01028871 train_error:0.86553942 test_error:0.83598534
iter:145  diff:0.00984027 train_error:0.86409960 test_error:0.83518168
iter:146  diff:0.00940154 train_error:0.86270269 test_error:0.83439625
iter:147  diff:0.00897533 train_error:0.86134704 test_error:0.83362856
iter:148  diff:0.00856379 train_error:0.86003096 test_error:0.83287812
iter:149  diff:0.00816849 train_error:0.85875272 test_error:0.83214435
iter:150  diff:0.00779053 train_error:0.85751061 test_error:0.83142671
